layer_name,parameter_shape,parameter_norm,gradient_norm,update_norm,update_to_weight_ratio,learning_rate,warmup_fraction,schedule_multiplier,optimizer_step,execution_mode
blocks.1.ln2.bias,[64],0.002851255238056183,0.007062918972223997,0.0009881032165139914,0.346550250333822,0.00020999999999999998,0.7,0.7,6,smoke
blocks.1.mlp.fc1.weight,"[256, 64]",9.242439270019531,0.11732222884893417,0.013483780436217785,0.0014588984620062632,0.00020999999999999998,0.7,0.7,6,smoke
blocks.1.mlp.fc1.bias,[256],1.1361591815948486,0.012475366704165936,0.001896524685434997,0.001669242053541132,0.00020999999999999998,0.7,0.7,6,smoke
blocks.1.mlp.fc2.weight,"[64, 256]",4.6348557472229,0.2202669084072113,0.013841385953128338,0.002986368229781861,0.00020999999999999998,0.7,0.7,6,smoke
blocks.1.mlp.fc2.bias,[64],0.28963494300842285,0.03809010982513428,0.0009860206628218293,0.0034043567139381897,0.00020999999999999998,0.7,0.7,6,smoke
ln_f.weight,[64],7.9992241859436035,0.06252444535493851,0.000943097285926342,0.00011789859416411549,0.00020999999999999998,0.7,0.7,6,smoke
ln_f.bias,[64],0.0030582931358367205,0.054241083562374115,0.000978957861661911,0.32009942087977034,0.00020999999999999998,0.7,0.7,6,smoke
lm_head.weight,"[33, 64]",3.3500258922576904,0.8691570162773132,0.005739255808293819,0.001713197447684785,0.00020999999999999998,0.7,0.7,6,smoke
token_emb.weight,"[33, 64]",46.133766174316406,0.04176458716392517,0.003478897735476494,7.540892547838998e-05,0.00023999999999999998,0.8,0.8,7,smoke
pos_emb.weight,"[32, 64]",44.93213653564453,0.04889015480875969,0.001942869508638978,4.324008735034679e-05,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.ln1.weight,[64],7.9997639656066895,0.01019314955919981,0.0009443390881642699,0.00011804586888116427,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.ln1.bias,[64],0.0036613347474485636,0.011928719468414783,0.0011053208727389574,0.3018901436174911,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.attn.qkv.weight,"[192, 64]",7.997159481048584,0.15779998898506165,0.01143766101449728,0.001430215446072057,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.attn.proj.weight,"[64, 64]",4.644016742706299,0.17926143109798431,0.007447310257703066,0.0016036355315470177,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.ln2.weight,[64],7.9996795654296875,0.01023225300014019,0.0009011120419017971,0.00011264351709734958,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.ln2.bias,[64],0.0037630025763064623,0.009089219383895397,0.001086822128854692,0.28881780089596737,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.mlp.fc1.weight,"[256, 64]",9.29252815246582,0.12087424844503403,0.014756407588720322,0.001587986320472393,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.mlp.fc1.bias,[256],1.180435061454773,0.016036447137594223,0.0021949654910713434,0.0018594546728951434,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.mlp.fc2.weight,"[64, 256]",4.587887763977051,0.24060530960559845,0.01499173603951931,0.0032676771557557877,0.00023999999999999998,0.8,0.8,7,smoke
blocks.0.mlp.fc2.bias,[64],0.2766357958316803,0.04547834023833275,0.001197280827909708,0.0043280039891807655,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.ln1.weight,[64],8.000053405761719,0.013257486745715141,0.0009118336020037532,0.00011397843936229744,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.ln1.bias,[64],0.004106938373297453,0.01731603406369686,0.0012715328484773636,0.309606021055644,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.attn.qkv.weight,"[192, 64]",8.016158103942871,0.16471610963344574,0.012258576229214668,0.001529233339744771,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.attn.proj.weight,"[64, 64]",4.575508117675781,0.14775912463665009,0.007153715007007122,0.0015634799071542226,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.ln2.weight,[64],8.000643730163574,0.008748493157327175,0.0008541495190002024,0.00010676009928800307,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.ln2.bias,[64],0.003762774635106325,0.008562762290239334,0.0011046798899769783,0.2935811992752426,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.mlp.fc1.weight,"[256, 64]",9.242644309997559,0.11339621990919113,0.014292282052338123,0.001546341238824747,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.mlp.fc1.bias,[256],1.1359412670135498,0.014302970841526985,0.002149958861991763,0.0018926672746418657,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.mlp.fc2.weight,"[64, 256]",4.635018348693848,0.2077573537826538,0.014873534440994263,0.0032089483410967807,0.00023999999999999998,0.8,0.8,7,smoke
blocks.1.mlp.fc2.bias,[64],0.2898443043231964,0.04298222437500954,0.0011749458499252796,0.004053713778053523,0.00023999999999999998,0.8,0.8,7,smoke
ln_f.weight,[64],7.998873710632324,0.07007138431072235,0.0010040117194876075,0.000125519136294532,0.00023999999999999998,0.8,0.8,7,smoke
ln_f.bias,[64],0.0039524538442492485,0.06290215253829956,0.0011631902307271957,0.29429571515923386,0.00023999999999999998,0.8,0.8,7,smoke
lm_head.weight,"[33, 64]",3.3495490550994873,0.8643141388893127,0.006346663925796747,0.0018947816023575867,0.00023999999999999998,0.8,0.8,7,smoke
token_emb.weight,"[33, 64]",46.13365936279297,0.04846116900444031,0.0038004559464752674,8.23792432459922e-05,0.00027,0.9,0.9,8,smoke
pos_emb.weight,"[32, 64]",44.93218231201172,0.045787263661623,0.002037266967818141,4.534093077587995e-05,0.00027,0.9,0.9,8,smoke
blocks.0.ln1.weight,[64],7.999869346618652,0.011171257123351097,0.0010675647063180804,0.0001334477677150207,0.00027,0.9,0.9,8,smoke
blocks.0.ln1.bias,[64],0.004691136069595814,0.012520957738161087,0.00116543541662395,0.24843351361674815,0.00027,0.9,0.9,8,smoke
blocks.0.attn.qkv.weight,"[192, 64]",7.997292995452881,0.18000982701778412,0.013149378821253777,0.0016442287194842406,0.00027,0.9,0.9,8,smoke
blocks.0.attn.proj.weight,"[64, 64]",4.644063472747803,0.1918976753950119,0.008159562014043331,0.0017569876169705914,0.00027,0.9,0.9,8,smoke
blocks.0.ln2.weight,[64],7.999735355377197,0.009869235567748547,0.0009449375211261213,0.0001181210976549319,0.00027,0.9,0.9,8,smoke
blocks.0.ln2.bias,[64],0.0047560459934175014,0.010336549021303654,0.0011858775978907943,0.24934107019403964,0.00027,0.9,0.9,8,smoke
blocks.0.mlp.fc1.weight,"[256, 64]",9.29262638092041,0.13141636550426483,0.015981275588274002,0.0017197802788118874,0.00027,0.9,0.9,8,smoke
blocks.0.mlp.fc1.bias,[256],1.1802632808685303,0.016603345051407814,0.0023863783571869135,0.0020219034141525007,0.00027,0.9,0.9,8,smoke
blocks.0.mlp.fc2.weight,"[64, 256]",4.588115215301514,0.2595261037349701,0.016397176310420036,0.0035738370858113848,0.00027,0.9,0.9,8,smoke
blocks.0.mlp.fc2.bias,[64],0.2765502333641052,0.04915932938456535,0.001321357092820108,0.004778000281346402,0.00027,0.9,0.9,8,smoke
blocks.1.ln1.weight,[64],8.000167846679688,0.015331171452999115,0.0009962779004126787,0.00012453212476362785,0.00027,0.9,0.9,8,smoke
blocks.1.ln1.bias,[64],0.005302744917571545,0.01824779063463211,0.0013901748461648822,0.262161365061763,0.00027,0.9,0.9,8,smoke
blocks.1.attn.qkv.weight,"[192, 64]",8.016467094421387,0.1955949068069458,0.013451207429170609,0.0016779470645530655,0.00027,0.9,0.9,8,smoke
blocks.1.attn.proj.weight,"[64, 64]",4.575652122497559,0.17633827030658722,0.008046281524002552,0.0017584994026186144,0.00027,0.9,0.9,8,smoke
blocks.1.ln2.weight,[64],8.00088119506836,0.008670520037412643,0.0008593930397182703,0.00010741229856631156,0.00027,0.9,0.9,8,smoke
blocks.1.ln2.bias,[64],0.004762451630085707,0.007847475819289684,0.0011939237592741847,0.25069519902981113,0.00027,0.9,0.9,8,smoke
blocks.1.mlp.fc1.weight,"[256, 64]",9.242952346801758,0.1310444325208664,0.015587303787469864,0.0016863988044754311,0.00027,0.9,0.9,8,smoke
blocks.1.mlp.fc1.bias,[256],1.1357020139694214,0.01623338647186756,0.0023399442434310913,0.0020603505273823473,0.00027,0.9,0.9,8,smoke
blocks.1.mlp.fc2.weight,"[64, 256]",4.635298252105713,0.23037581145763397,0.016134051606059074,0.0034806933078642206,0.00027,0.9,0.9,8,smoke
blocks.1.mlp.fc2.bias,[64],0.290073424577713,0.04536714404821396,0.001305338810198009,0.004500028956800551,0.00027,0.9,0.9,8,smoke
ln_f.weight,[64],7.998495578765869,0.07542116194963455,0.0011276638833805919,0.00014098449793162045,0.00027,0.9,0.9,8,smoke
ln_f.bias,[64],0.005023767240345478,0.06373965740203857,0.0013164908159524202,0.26205251019191067,0.00027,0.9,0.9,8,smoke
lm_head.weight,"[33, 64]",3.348998785018921,0.8283405900001526,0.0069229924120008945,0.0020671827183006224,0.00027,0.9,0.9,8,smoke
token_emb.weight,"[33, 64]",46.13349914550781,0.04683297500014305,0.0041356319561600685,8.964487916071656e-05,0.0003,1.0,1.0,9,smoke
pos_emb.weight,"[32, 64]",44.93223571777344,0.04910506308078766,0.0024438148830085993,5.438890017310938e-05,0.0003,1.0,1.0,9,smoke
blocks.0.ln1.weight,[64],8.000009536743164,0.012041231617331505,0.001138794352300465,0.00014234912434417832,0.0003,1.0,1.0,9,smoke
blocks.0.ln1.bias,[64],0.005800730548799038,0.01535839308053255,0.001139060826972127,0.1963650642603894,0.0003,1.0,1.0,9,smoke
blocks.0.attn.qkv.weight,"[192, 64]",7.997541427612305,0.17961788177490234,0.014037429355084896,0.0017552180857256057,0.0003,1.0,1.0,9,smoke
blocks.0.attn.proj.weight,"[64, 64]",4.644079685211182,0.1898544579744339,0.008489208295941353,0.0018279635302070232,0.0003,1.0,1.0,9,smoke
blocks.0.ln2.weight,[64],7.9997992515563965,0.009870761074125767,0.0010618448723107576,0.00013273393980532336,0.0003,1.0,1.0,9,smoke
blocks.0.ln2.bias,[64],0.005883876699954271,0.01212690956890583,0.0011570496717467904,0.1966475048254806,0.0003,1.0,1.0,9,smoke
blocks.0.mlp.fc1.weight,"[256, 64]",9.292756080627441,0.13337258994579315,0.01676063984632492,0.0018036242101808458,0.0003,1.0,1.0,9,smoke
blocks.0.mlp.fc1.bias,[256],1.1801363229751587,0.01987205445766449,0.0022744545713067055,0.0019272812191499522,0.0003,1.0,1.0,9,smoke
blocks.0.mlp.fc2.weight,"[64, 256]",4.588414669036865,0.2553308606147766,0.017132235690951347,0.003733802833157515,0.0003,1.0,1.0,9,smoke
blocks.0.mlp.fc2.bias,[64],0.2764238715171814,0.052796076983213425,0.001231627888046205,0.00445557715868129,0.0003,1.0,1.0,9,smoke
blocks.1.ln1.weight,[64],8.000272750854492,0.012024909257888794,0.0010248386533930898,0.0001281004642352511,0.0003,1.0,1.0,9,smoke
blocks.1.ln1.bias,[64],0.0066131423227488995,0.017297696322202682,0.0012723845429718494,0.1924024133874915,0.0003,1.0,1.0,9,smoke
blocks.1.attn.qkv.weight,"[192, 64]",8.016719818115234,0.1696077585220337,0.014435412362217903,0.0018006632001281205,0.0003,1.0,1.0,9,smoke
blocks.1.attn.proj.weight,"[64, 64]",4.5758376121521,0.1670738160610199,0.008466530591249466,0.0018502690237006691,0.0003,1.0,1.0,9,smoke
blocks.1.ln2.weight,[64],8.001180648803711,0.007931080646812916,0.0009334610076621175,0.00011666540834841457,0.0003,1.0,1.0,9,smoke
blocks.1.ln2.bias,[64],0.0058927880600094795,0.009525591507554054,0.0011855150805786252,0.20118067517546492,0.0003,1.0,1.0,9,smoke
blocks.1.mlp.fc1.weight,"[256, 64]",9.243274688720703,0.12236199527978897,0.0166902095079422,0.0018056597980701335,0.0003,1.0,1.0,9,smoke
blocks.1.mlp.fc1.bias,[256],1.1353719234466553,0.015713699162006378,0.002362225903198123,0.0020805745275320003,0.0003,1.0,1.0,9,smoke
blocks.1.mlp.fc2.weight,"[64, 256]",4.635666370391846,0.24030287563800812,0.01705474779009819,0.0036790283051919845,0.0003,1.0,1.0,9,smoke
blocks.1.mlp.fc2.bias,[64],0.29033905267715454,0.04737153649330139,0.001244313083589077,0.004285724128791946,0.0003,1.0,1.0,9,smoke
ln_f.weight,[64],7.9980902671813965,0.061407420784235,0.001163359498605132,0.0001454546597678137,0.0003,1.0,1.0,9,smoke
ln_f.bias,[64],0.00629656994715333,0.06523382663726807,0.0012744321720674634,0.20240101877112193,0.0003,1.0,1.0,9,smoke
lm_head.weight,"[33, 64]",3.3483829498291016,0.8365315198898315,0.007503507658839226,0.0022409347351449744,0.0003,1.0,1.0,9,smoke
token_emb.weight,"[33, 64]",46.133338928222656,0.04591747000813484,0.004084597807377577,8.853895907540245e-05,0.0003,1.0,1.0,10,smoke
pos_emb.weight,"[32, 64]",44.93228530883789,0.04587969183921814,0.0022464627400040627,4.9996627693499446e-05,0.0003,1.0,1.0,10,smoke
blocks.0.ln1.weight,[64],8.0001220703125,0.013280474580824375,0.00102912075817585,0.00012863813190986103,0.0003,1.0,1.0,10,smoke
blocks.0.ln1.bias,[64],0.0068261511623859406,0.01698858104646206,0.0011200355365872383,0.1640800957879393,0.0003,1.0,1.0,10,smoke
blocks.0.attn.qkv.weight,"[192, 64]",7.9978346824646,0.196372389793396,0.012923511676490307,0.0016158763202276918,0.0003,1.0,1.0,10,smoke
blocks.0.attn.proj.weight,"[64, 64]",4.644016265869141,0.1930231899023056,0.007824021391570568,0.0016847532273029798,0.0003,1.0,1.0,10,smoke
blocks.0.ln2.weight,[64],7.999797344207764,0.00931023433804512,0.0009660780197009444,0.00012076281162302582,0.0003,1.0,1.0,10,smoke
blocks.0.ln2.bias,[64],0.0069521828554570675,0.011050783097743988,0.0011079462710767984,0.15936667577825916,0.0003,1.0,1.0,10,smoke
blocks.0.mlp.fc1.weight,"[256, 64]",9.292854309082031,0.12502571940422058,0.01563800685107708,0.0016827990982053646,0.0003,1.0,1.0,10,smoke
blocks.0.mlp.fc1.bias,[256],1.1800225973129272,0.016995703801512718,0.002109052147716284,0.001787298101340503,0.0003,1.0,1.0,10,smoke
blocks.0.mlp.fc2.weight,"[64, 256]",4.588693141937256,0.2433173954486847,0.01598803512752056,0.003484224077091093,0.0003,1.0,1.0,10,smoke
blocks.0.mlp.fc2.bias,[64],0.2762468457221985,0.049154363572597504,0.0011224846821278334,0.004063339363000854,0.0003,1.0,1.0,10,smoke
blocks.1.ln1.weight,[64],8.000370025634766,0.010572625324130058,0.0009170754346996546,0.00011462912737300447,0.0003,1.0,1.0,10,smoke
blocks.1.ln1.bias,[64],0.00780121237039566,0.014404159039258957,0.001143770874477923,0.1466145029993477,0.0003,1.0,1.0,10,smoke
blocks.1.attn.qkv.weight,"[192, 64]",8.016881942749023,0.17876312136650085,0.013330386020243168,0.0016627893631762927,0.0003,1.0,1.0,10,smoke
blocks.1.attn.proj.weight,"[64, 64]",4.576030731201172,0.1747719645500183,0.007901252247393131,0.0017266606610657782,0.0003,1.0,1.0,10,smoke
blocks.1.ln2.weight,[64],8.001564025878906,0.009917309507727623,0.0008392661693505943,0.00010488776527141614,0.0003,1.0,1.0,10,smoke
blocks.1.ln2.bias,[64],0.0069822589866817,0.009114778600633144,0.0010406698565930128,0.14904486622138152,0.0003,1.0,1.0,10,smoke
blocks.1.mlp.fc1.weight,"[256, 64]",9.243654251098633,0.1211656779050827,0.015543344430625439,0.0016815151246897914,0.0003,1.0,1.0,10,smoke
blocks.1.mlp.fc1.bias,[256],1.1350295543670654,0.01595393568277359,0.002156830159947276,0.0019002414092644526,0.0003,1.0,1.0,10,smoke
blocks.1.mlp.fc2.weight,"[64, 256]",4.636195659637451,0.231459379196167,0.015813464298844337,0.003410870778495346,0.0003,1.0,1.0,10,smoke
blocks.1.mlp.fc2.bias,[64],0.2905574142932892,0.0453922413289547,0.0010995524935424328,0.0037842864764502018,0.0003,1.0,1.0,10,smoke
ln_f.weight,[64],7.99765157699585,0.060831185430288315,0.0010229232721030712,0.00012790295529319757,0.0003,1.0,1.0,10,smoke
ln_f.bias,[64],0.007499905303120613,0.0644417554140091,0.0011264493223279715,0.1501951393785293,0.0003,1.0,1.0,10,smoke
lm_head.weight,"[33, 64]",3.3477578163146973,0.8368557095527649,0.007145861629396677,0.0021345216773365747,0.0003,1.0,1.0,10,smoke
token_emb.weight,"[33, 64]",46.13318634033203,0.04595882445573807,0.004439840093255043,9.623961502467268e-05,0.0003,1.0,1.0,11,smoke
pos_emb.weight,"[32, 64]",44.932342529296875,0.04384833574295044,0.002209527650848031,4.917454836474129e-05,0.0003,1.0,1.0,11,smoke
blocks.0.ln1.weight,[64],8.000158309936523,0.011481629684567451,0.0009524479391984642,0.0001190536364781038,0.0003,1.0,1.0,11,smoke
blocks.0.ln1.bias,[64],0.007759450934827328,0.012856745161116123,0.0009479894652031362,0.12217223527352995,0.0003,1.0,1.0,11,smoke
blocks.0.attn.qkv.weight,"[192, 64]",7.998077392578125,0.1589580923318863,0.01219856459647417,0.001525187116568029,0.0003,1.0,1.0,11,smoke
blocks.0.attn.proj.weight,"[64, 64]",4.643898010253906,0.15981276333332062,0.007178307045251131,0.0015457503651891474,0.0003,1.0,1.0,11,smoke
blocks.0.ln2.weight,[64],7.999746322631836,0.010292984545230865,0.0008890776662155986,0.0001111382324337381,0.0003,1.0,1.0,11,smoke
blocks.0.ln2.bias,[64],0.007908258587121964,0.008609066717326641,0.0009507575305178761,0.12022337408972908,0.0003,1.0,1.0,11,smoke
blocks.0.mlp.fc1.weight,"[256, 64]",9.292926788330078,0.1266505867242813,0.01501819770783186,0.0016160891019491828,0.0003,1.0,1.0,11,smoke
blocks.0.mlp.fc1.bias,[256],1.1798954010009766,0.014769691973924637,0.0018988715019077063,0.0016093557956889898,0.0003,1.0,1.0,11,smoke
blocks.0.mlp.fc2.weight,"[64, 256]",4.588931083679199,0.2392568588256836,0.01505439542233944,0.003280588692186133,0.0003,1.0,1.0,11,smoke
blocks.0.mlp.fc2.bias,[64],0.27603575587272644,0.03935764357447624,0.0009720949456095695,0.0035216269085725964,0.0003,1.0,1.0,11,smoke
blocks.1.ln1.weight,[64],8.00045108795166,0.008464744314551353,0.0008762691868469119,0.00010952747254045914,0.0003,1.0,1.0,11,smoke
blocks.1.ln1.bias,[64],0.008859368972480297,0.014504368416965008,0.0009970851242542267,0.11254584015537165,0.0003,1.0,1.0,11,smoke
blocks.1.attn.qkv.weight,"[192, 64]",8.017107009887695,0.1538991630077362,0.012714034877717495,0.0015858631875609198,0.0003,1.0,1.0,11,smoke
blocks.1.attn.proj.weight,"[64, 64]",4.57621955871582,0.14209917187690735,0.007257598917931318,0.0015859376554843332,0.0003,1.0,1.0,11,smoke
blocks.1.ln2.weight,[64],8.00184440612793,0.008381146006286144,0.0008328839321620762,0.00010408649429926949,0.0003,1.0,1.0,11,smoke
blocks.1.ln2.bias,[64],0.007895157672464848,0.007589024491608143,0.000989624415524304,0.12534574438908525,0.0003,1.0,1.0,11,smoke
blocks.1.mlp.fc1.weight,"[256, 64]",9.243943214416504,0.11836296319961548,0.014952142722904682,0.0016175069855022353,0.0003,1.0,1.0,11,smoke
blocks.1.mlp.fc1.bias,[256],1.134742021560669,0.013630753383040428,0.002010426949709654,0.0017717039745691365,0.0003,1.0,1.0,11,smoke
blocks.1.mlp.fc2.weight,"[64, 256]",4.636689186096191,0.21703867614269257,0.014951392076909542,0.003224583636475685,0.0003,1.0,1.0,11,smoke
blocks.1.mlp.fc2.bias,[64],0.29081103205680847,0.03779463469982147,0.0009462155867367983,0.003253712832159544,0.0003,1.0,1.0,11,smoke
ln_f.weight,[64],7.997278690338135,0.06315118819475174,0.0009475014521740377,0.00011847798343188365,0.0003,1.0,1.0,11,smoke
ln_f.bias,[64],0.008506405167281628,0.057035937905311584,0.0009726484422571957,0.11434306538775213,0.0003,1.0,1.0,11,smoke
lm_head.weight,"[33, 64]",3.3472282886505127,0.8691202998161316,0.006871892139315605,0.0020530096983872336,0.0003,1.0,1.0,11,smoke
token_emb.weight,"[33, 64]",46.13307571411133,0.04715000465512276,0.0044427290558815,9.630246817735035e-05,0.0003,1.0,1.0,12,smoke
pos_emb.weight,"[32, 64]",44.93240737915039,0.047299958765506744,0.002056914148852229,4.577796447663033e-05,0.0003,1.0,1.0,12,smoke
blocks.0.ln1.weight,[64],8.000054359436035,0.009952138178050518,0.0009285095729865134,0.00011606290798403635,0.0003,1.0,1.0,12,smoke
blocks.0.ln1.bias,[64],0.008546138182282448,0.013390610925853252,0.000971546454820782,0.11368251180807698,0.0003,1.0,1.0,12,smoke
blocks.0.attn.qkv.weight,"[192, 64]",7.998167037963867,0.16088195145130157,0.011841950006783009,0.001480582982397636,0.0003,1.0,1.0,12,smoke
blocks.0.attn.proj.weight,"[64, 64]",4.643737316131592,0.1762123554944992,0.007026932667940855,0.0015132063227457824,0.0003,1.0,1.0,12,smoke
blocks.0.ln2.weight,[64],7.999678611755371,0.008641138672828674,0.0008248532540164888,0.0001031107990769008,0.0003,1.0,1.0,12,smoke
blocks.0.ln2.bias,[64],0.008728953078389168,0.009617002680897713,0.0009162644855678082,0.10496842832575916,0.0003,1.0,1.0,12,smoke
blocks.0.mlp.fc1.weight,"[256, 64]",9.292994499206543,0.12881511449813843,0.014677746221423149,0.0015794420434313578,0.0003,1.0,1.0,12,smoke
blocks.0.mlp.fc1.bias,[256],1.1797189712524414,0.015904512256383896,0.0018580971518531442,0.0015750337132245204,0.0003,1.0,1.0,12,smoke
blocks.0.mlp.fc2.weight,"[64, 256]",4.589147090911865,0.24369856715202332,0.014819609932601452,0.0032292732481705635,0.0003,1.0,1.0,12,smoke
blocks.0.mlp.fc2.bias,[64],0.27585864067077637,0.04724947363138199,0.0009650256251916289,0.003498261366202189,0.0003,1.0,1.0,12,smoke
blocks.1.ln1.weight,[64],8.000445365905762,0.012954040430486202,0.000869409239385277,0.0001086701051781819,0.0003,1.0,1.0,12,smoke
blocks.1.ln1.bias,[64],0.009756806306540966,0.01710299588739872,0.000987740233540535,0.1012360195034674,0.0003,1.0,1.0,12,smoke
blocks.1.attn.qkv.weight,"[192, 64]",8.017346382141113,0.17939355969429016,0.012332289479672909,0.0015382009073654924,0.0003,1.0,1.0,12,smoke
blocks.1.attn.proj.weight,"[64, 64]",4.576318740844727,0.16582325100898743,0.00708865886554122,0.0015489871372536322,0.0003,1.0,1.0,12,smoke
blocks.1.ln2.weight,[64],8.002084732055664,0.007809200789779425,0.000819006294477731,0.00010234911549947254,0.0003,1.0,1.0,12,smoke
blocks.1.ln2.bias,[64],0.00874997116625309,0.008973924443125725,0.0009718443034216762,0.11106828639274695,0.0003,1.0,1.0,12,smoke
blocks.1.mlp.fc1.weight,"[256, 64]",9.24422836303711,0.12551651895046234,0.014483698643743992,0.0015667828698019638,0.0003,1.0,1.0,12,smoke
blocks.1.mlp.fc1.bias,[256],1.134569525718689,0.015587398782372475,0.001970921643078327,0.0017371536943316488,0.0003,1.0,1.0,12,smoke
blocks.1.mlp.fc2.weight,"[64, 256]",4.637170314788818,0.24264077842235565,0.014678998850286007,0.0031655078105438327,0.0003,1.0,1.0,12,smoke
blocks.1.mlp.fc2.bias,[64],0.29106664657592773,0.04285672679543495,0.0009158498141914606,0.0031465295833974978,0.0003,1.0,1.0,12,smoke
ln_f.weight,[64],7.996877670288086,0.05495245382189751,0.0009039158467203379,0.0001130335968597822,0.0003,1.0,1.0,12,smoke
ln_f.bias,[64],0.009349031373858452,0.06027873978018761,0.0009533893899060786,0.10197734415267064,0.0003,1.0,1.0,12,smoke
lm_head.weight,"[33, 64]",3.3466837406158447,0.8461966514587402,0.006712174974381924,0.002005619740198927,0.0003,1.0,1.0,12,smoke
token_emb.weight,"[33, 64]",46.13300323486328,0.047804657369852066,0.004127395339310169,8.94673021458756e-05,0.0003,1.0,1.0,13,smoke
pos_emb.weight,"[32, 64]",44.93247604370117,0.04809048771858215,0.0020991049241274595,4.671687627643483e-05,0.0003,1.0,1.0,13,smoke
blocks.0.ln1.weight,[64],7.999914646148682,0.01117353979498148,0.0008980631828308105,0.00011225909557212039,0.0003,1.0,1.0,13,smoke
blocks.0.ln1.bias,[64],0.00932709313929081,0.010771187022328377,0.0009777600644156337,0.10483009548781864,0.0003,1.0,1.0,13,smoke
blocks.0.attn.qkv.weight,"[192, 64]",7.998197555541992,0.16248764097690582,0.011437579989433289,0.0014300196900623105,0.0003,1.0,1.0,13,smoke
blocks.0.attn.proj.weight,"[64, 64]",4.643585205078125,0.18253034353256226,0.0069074854254722595,0.0014875328265578894,0.0003,1.0,1.0,13,smoke
blocks.0.ln2.weight,[64],7.999555587768555,0.01247674971818924,0.0008427917491644621,0.00010535482126695935,0.0003,1.0,1.0,13,smoke
blocks.0.ln2.bias,[64],0.009481461718678474,0.009870607405900955,0.0009482894092798233,0.10001510710228294,0.0003,1.0,1.0,13,smoke
blocks.0.mlp.fc1.weight,"[256, 64]",9.293025970458984,0.14069058001041412,0.01435114536434412,0.0015442919679729804,0.0003,1.0,1.0,13,smoke
blocks.0.mlp.fc1.bias,[256],1.1795978546142578,0.015565941110253334,0.0018848258769139647,0.0015978546159108814,0.0003,1.0,1.0,13,smoke
blocks.0.mlp.fc2.weight,"[64, 256]",4.589356422424316,0.24912129342556,0.014507953077554703,0.0031612173346717122,0.0003,1.0,1.0,13,smoke
blocks.0.mlp.fc2.bias,[64],0.27569496631622314,0.04028245061635971,0.0010090599535033107,0.003660059401831498,0.0003,1.0,1.0,13,smoke
blocks.1.ln1.weight,[64],8.000371932983398,0.012639302760362625,0.0009017434786073864,0.00011271269462982572,0.0003,1.0,1.0,13,smoke
blocks.1.ln1.bias,[64],0.010587844997644424,0.013695172034204006,0.0010303263552486897,0.09731218727492855,0.0003,1.0,1.0,13,smoke
blocks.1.attn.qkv.weight,"[192, 64]",8.017477989196777,0.1695234775543213,0.01177886500954628,0.0014691484061967886,0.0003,1.0,1.0,13,smoke
blocks.1.attn.proj.weight,"[64, 64]",4.57633638381958,0.16155165433883667,0.006727713625878096,0.0014701090701428937,0.0003,1.0,1.0,13,smoke
blocks.1.ln2.weight,[64],8.002278327941895,0.010798701085150242,0.0008759634802117944,0.00010946426059103137,0.0003,1.0,1.0,13,smoke
blocks.1.ln2.bias,[64],0.009503953158855438,0.009112723171710968,0.0009540049359202385,0.10037980195970678,0.0003,1.0,1.0,13,smoke
blocks.1.mlp.fc1.weight,"[256, 64]",9.244475364685059,0.1278102546930313,0.01426450815051794,0.0015430305764035,0.0003,1.0,1.0,13,smoke
blocks.1.mlp.fc1.bias,[256],1.1344339847564697,0.01462098490446806,0.0020111058838665485,0.0017727835298395746,0.0003,1.0,1.0,13,smoke
blocks.1.mlp.fc2.weight,"[64, 256]",4.63764762878418,0.23279549181461334,0.01441731583327055,0.003108756202991265,0.0003,1.0,1.0,13,smoke
blocks.1.mlp.fc2.bias,[64],0.29128602147102356,0.03908546641469002,0.0009637030307203531,0.003308442423201623,0.0003,1.0,1.0,13,smoke
ln_f.weight,[64],7.996560096740723,0.06565457582473755,0.000903892912901938,0.00011303521788954617,0.0003,1.0,1.0,13,smoke
ln_f.bias,[64],0.010130041278898716,0.05468502268195152,0.000995293608866632,0.09825168342994502,0.0003,1.0,1.0,13,smoke
lm_head.weight,"[33, 64]",3.34619140625,0.8464704751968384,0.006734365597367287,0.0020125464385536557,0.0003,1.0,1.0,13,smoke
token_emb.weight,"[33, 64]",46.132911682128906,0.04801691696047783,0.003977957181632519,8.622818366726917e-05,0.0003,1.0,1.0,14,smoke
